_id,Term,First Name,Last Name,Committee,MTG #,Session Date,Session Type,Session Start-End Time,Present
1,2022-2026,Paula,Fletcher,CreateTO,1,2022-11-18,Morning,09:31AM - 09:50AM,N
2,2022-2026,Paul,Ainslie,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
3,2022-2026,Brad,Bradford,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
4,2022-2026,Alejandra,Bravo,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
5,2022-2026,Jon,Burnside,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
6,2022-2026,Shelley,Carroll,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
7,2022-2026,Lily,Cheng,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
8,2022-2026,Mike,Colle,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
9,2022-2026,Gary,Crawford,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
10,2022-2026,Vincent,Crisanti,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
11,2022-2026,Paula,Fletcher,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
12,2022-2026,Stephen,Holyday,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
13,2022-2026,Ausma,Malik,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
14,2022-2026,Nick,Mantas,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
15,2022-2026,Josh,Matlow,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
16,2022-2026,Jennifer,McKelvie,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
17,2022-2026,Chris,Moise,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
18,2022-2026,Amber,Morley,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
19,2022-2026,Jamaal,Myers,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
20,2022-2026,Frances,Nunziata,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
21,2022-2026,James,Pasternak,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
22,2022-2026,Gord,Perks,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
23,2022-2026,Anthony,Perruzza,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
24,2022-2026,Jaye,Robinson,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
25,2022-2026,Dianne,Saxe,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
26,2022-2026,Michael,Thompson,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
27,2022-2026,John,Tory,City Council,1,2022-11-23,Afternoon,14:03PM - 15:25PM,Y
28,2022-2026,Brad,Bradford,Striking Committee,1,2022-11-24,Morning,09:35AM - 10:05AM,Y
29,2022-2026,Gary,Crawford,Striking Committee,1,2022-11-24,Morning,09:35AM - 10:05AM,Y
30,2022-2026,Jennifer,McKelvie,Striking Committee,1,2022-11-24,Morning,09:35AM - 10:05AM,Y
31,2022-2026,Frances,Nunziata,Striking Committee,1,2022-11-24,Morning,09:35AM - 10:05AM,Y
32,2022-2026,James,Pasternak,Striking Committee,1,2022-11-24,Morning,09:35AM - 10:05AM,Y
33,2022-2026,Paul,Ainslie,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
34,2022-2026,Brad,Bradford,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
35,2022-2026,Alejandra,Bravo,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
36,2022-2026,Jon,Burnside,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
37,2022-2026,Shelley,Carroll,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
38,2022-2026,Lily,Cheng,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
39,2022-2026,Mike,Colle,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
40,2022-2026,Gary,Crawford,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
41,2022-2026,Vincent,Crisanti,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
42,2022-2026,Paula,Fletcher,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
43,2022-2026,Stephen,Holyday,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
44,2022-2026,Ausma,Malik,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
45,2022-2026,Nick,Mantas,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
46,2022-2026,Josh,Matlow,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
47,2022-2026,Jennifer,McKelvie,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
48,2022-2026,Chris,Moise,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
49,2022-2026,Amber,Morley,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
50,2022-2026,Jamaal,Myers,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
51,2022-2026,Frances,Nunziata,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
52,2022-2026,James,Pasternak,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
53,2022-2026,Gord,Perks,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
54,2022-2026,Anthony,Perruzza,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
55,2022-2026,Jaye,Robinson,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
56,2022-2026,Dianne,Saxe,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
57,2022-2026,Michael,Thompson,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
58,2022-2026,John,Tory,City Council,1,2022-11-24,Afternoon,12:13PM - 16:01PM,Y
59,2022-2026,Paul,Ainslie,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
60,2022-2026,Brad,Bradford,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
61,2022-2026,Alejandra,Bravo,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
62,2022-2026,Jon,Burnside,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
63,2022-2026,Shelley,Carroll,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
64,2022-2026,Lily,Cheng,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
65,2022-2026,Mike,Colle,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
66,2022-2026,Gary,Crawford,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
67,2022-2026,Vincent,Crisanti,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
68,2022-2026,Paula,Fletcher,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
69,2022-2026,Stephen,Holyday,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
70,2022-2026,Ausma,Malik,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
71,2022-2026,Nick,Mantas,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
72,2022-2026,Josh,Matlow,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
73,2022-2026,Jennifer,McKelvie,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
74,2022-2026,Chris,Moise,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
75,2022-2026,Amber,Morley,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
76,2022-2026,Jamaal,Myers,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
77,2022-2026,Frances,Nunziata,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
78,2022-2026,James,Pasternak,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
79,2022-2026,Gord,Perks,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
80,2022-2026,Anthony,Perruzza,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
81,2022-2026,Jaye,Robinson,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
82,2022-2026,Dianne,Saxe,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
83,2022-2026,Michael,Thompson,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
84,2022-2026,John,Tory,City Council,1,2022-11-24,Afternoon,16:08PM - 16:35PM,Y
85,2022-2026,Vincent,Crisanti,Etobicoke York Community Council,1,2022-11-28,Morning,09:32AM - 10:35AM,Y
86,2022-2026,Stephen,Holyday,Etobicoke York Community Council,1,2022-11-28,Morning,09:32AM - 10:35AM,Y
87,2022-2026,Amber,Morley,Etobicoke York Community Council,1,2022-11-28,Morning,09:32AM - 10:35AM,Y
88,2022-2026,Frances,Nunziata,Etobicoke York Community Council,1,2022-11-28,Morning,09:32AM - 10:35AM,Y
89,2022-2026,Anthony,Perruzza,Etobicoke York Community Council,1,2022-11-28,Morning,09:32AM - 10:35AM,Y
90,2022-2026,Jon,Burnside,North York Community Council,1,2022-11-29,Morning,09:34AM - 12:41PM,Y
91,2022-2026,Shelley,Carroll,North York Community Council,1,2022-11-29,Morning,09:34AM - 12:41PM,Y
92,2022-2026,Lily,Cheng,North York Community Council,1,2022-11-29,Morning,09:34AM - 12:41PM,Y
93,2022-2026,Mike,Colle,North York Community Council,1,2022-11-29,Morning,09:34AM - 12:41PM,Y
94,2022-2026,James,Pasternak,North York Community Council,1,2022-11-29,Morning,09:34AM - 12:41PM,Y
95,2022-2026,Jaye,Robinson,North York Community Council,1,2022-11-29,Morning,09:34AM - 12:41PM,Y
96,2022-2026,Brad,Bradford,Toronto and East York Community Council,1,2022-11-30,Morning,09:36AM - 12:30PM,Y
97,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,1,2022-11-30,Morning,09:36AM - 12:30PM,Y
98,2022-2026,Paula,Fletcher,Toronto and East York Community Council,1,2022-11-30,Morning,09:36AM - 12:30PM,Y
99,2022-2026,Ausma,Malik,Toronto and East York Community Council,1,2022-11-30,Morning,09:36AM - 12:30PM,Y
100,2022-2026,Josh,Matlow,Toronto and East York Community Council,1,2022-11-30,Morning,09:36AM - 12:30PM,Y
101,2022-2026,Chris,Moise,Toronto and East York Community Council,1,2022-11-30,Morning,09:36AM - 12:30PM,Y
102,2022-2026,Gord,Perks,Toronto and East York Community Council,1,2022-11-30,Morning,09:36AM - 12:30PM,Y
103,2022-2026,Dianne,Saxe,Toronto and East York Community Council,1,2022-11-30,Morning,09:36AM - 12:30PM,Y
104,2022-2026,Paul,Ainslie,Scarborough Community Council,1,2022-12-01,Morning,09:35AM - 10:13AM,Y
105,2022-2026,Gary,Crawford,Scarborough Community Council,1,2022-12-01,Morning,09:35AM - 10:13AM,Y
106,2022-2026,Nick,Mantas,Scarborough Community Council,1,2022-12-01,Morning,09:35AM - 10:13AM,Y
107,2022-2026,Jennifer,McKelvie,Scarborough Community Council,1,2022-12-01,Morning,09:35AM - 10:13AM,Y
108,2022-2026,Jamaal,Myers,Scarborough Community Council,1,2022-12-01,Morning,09:35AM - 10:13AM,Y
109,2022-2026,Michael,Thompson,Scarborough Community Council,1,2022-12-01,Morning,09:35AM - 10:13AM,Y
110,2022-2026,Alejandra,Bravo,Toronto Preservation Board,1,2022-12-05,Morning,09:36AM - 10:37AM,Y
111,2022-2026,Lily,Cheng,Board of Directors of TO Live,1,2022-12-05,Afternoon,12:38PM - 14:00PM,N
112,2022-2026,Gary,Crawford,Board of Directors of TO Live,1,2022-12-05,Afternoon,12:38PM - 14:00PM,Y
113,2022-2026,Chris,Moise,Board of Directors of TO Live,1,2022-12-05,Afternoon,12:38PM - 14:00PM,Y
114,2022-2026,Lily,Cheng,Board of Directors of TO Live,1,2022-12-05,Afternoon,14:51PM - 15:02PM,N
115,2022-2026,Gary,Crawford,Board of Directors of TO Live,1,2022-12-05,Afternoon,14:51PM - 15:02PM,Y
116,2022-2026,Chris,Moise,Board of Directors of TO Live,1,2022-12-05,Afternoon,14:51PM - 15:02PM,Y
117,2022-2026,Lily,Cheng,Board of Directors of TO Live,1,2022-12-05,Afternoon,15:06PM - 15:19PM,N
118,2022-2026,Gary,Crawford,Board of Directors of TO Live,1,2022-12-05,Afternoon,15:06PM - 15:19PM,Y
119,2022-2026,Chris,Moise,Board of Directors of TO Live,1,2022-12-05,Afternoon,15:06PM - 15:19PM,Y
120,2022-2026,Lily,Cheng,Board of Directors of TO Live,1,2022-12-05,Afternoon,15:19PM - 15:21PM,N
121,2022-2026,Gary,Crawford,Board of Directors of TO Live,1,2022-12-05,Afternoon,15:19PM - 15:21PM,Y
122,2022-2026,Chris,Moise,Board of Directors of TO Live,1,2022-12-05,Afternoon,15:19PM - 15:21PM,Y
123,2022-2026,Paul,Ainslie,Executive Committee,1,2022-12-06,Afternoon,13:36PM - 15:31PM,Y
124,2022-2026,Brad,Bradford,Executive Committee,1,2022-12-06,Afternoon,13:36PM - 15:31PM,Y
125,2022-2026,Shelley,Carroll,Executive Committee,1,2022-12-06,Afternoon,13:36PM - 15:31PM,Y
126,2022-2026,Lily,Cheng,Executive Committee,1,2022-12-06,Afternoon,13:36PM - 15:31PM,Y
127,2022-2026,Gary,Crawford,Executive Committee,1,2022-12-06,Afternoon,13:36PM - 15:31PM,Y
128,2022-2026,Jennifer,McKelvie,Executive Committee,1,2022-12-06,Afternoon,13:36PM - 15:31PM,Y
129,2022-2026,Amber,Morley,Executive Committee,1,2022-12-06,Afternoon,13:36PM - 15:31PM,Y
130,2022-2026,James,Pasternak,Executive Committee,1,2022-12-06,Afternoon,13:36PM - 15:31PM,Y
131,2022-2026,John,Tory,Executive Committee,1,2022-12-06,Afternoon,13:36PM - 15:31PM,Y
132,2022-2026,Gary,Crawford,Debenture Committee,1,2022-12-08,Morning,09:01AM - 09:16AM,Y
133,2022-2026,John,Tory,Debenture Committee,1,2022-12-08,Morning,09:01AM - 09:16AM,Y
134,2022-2026,Paul,Ainslie,Board of Management of the Toronto Zoo,1,2022-12-08,Afternoon,14:08PM - 15:07PM,Y
135,2022-2026,Jennifer,McKelvie,Board of Management of the Toronto Zoo,1,2022-12-08,Afternoon,14:08PM - 15:07PM,Y
136,2022-2026,Jamaal,Myers,Board of Management of the Toronto Zoo,1,2022-12-08,Afternoon,14:08PM - 15:07PM,Y
137,2022-2026,Paul,Ainslie,Board of Governors of Exhibition Place,1,2022-12-09,Morning,09:38AM - 10:27AM,N
138,2022-2026,Gary,Crawford,Board of Governors of Exhibition Place,1,2022-12-09,Morning,09:38AM - 10:27AM,Y
139,2022-2026,Ausma,Malik,Board of Governors of Exhibition Place,1,2022-12-09,Morning,09:38AM - 10:27AM,Y
140,2022-2026,Nick,Mantas,Board of Governors of Exhibition Place,1,2022-12-09,Morning,09:38AM - 10:27AM,Y
141,2022-2026,Anthony,Perruzza,Board of Governors of Exhibition Place,1,2022-12-09,Morning,09:38AM - 10:27AM,N
142,2022-2026,Brad,Bradford,Toronto Parking Authority,1,2022-12-12,Morning,10:36AM - 11:51AM,Y
143,2022-2026,Chris,Moise,Toronto Parking Authority,1,2022-12-12,Morning,10:36AM - 11:51AM,Y
144,2022-2026,Brad,Bradford,Toronto Parking Authority,1,2022-12-12,Morning,11:59AM - 12:33PM,N
145,2022-2026,Chris,Moise,Toronto Parking Authority,1,2022-12-12,Morning,11:59AM - 12:33PM,Y
146,2022-2026,Brad,Bradford,Toronto Parking Authority,1,2022-12-12,Morning,12:35PM - 13:38PM,N
147,2022-2026,Chris,Moise,Toronto Parking Authority,1,2022-12-12,Morning,12:35PM - 13:38PM,Y
148,2022-2026,Brad,Bradford,Toronto Parking Authority,1,2022-12-12,Morning,13:41PM - 14:51PM,N
149,2022-2026,Chris,Moise,Toronto Parking Authority,1,2022-12-12,Morning,13:41PM - 14:51PM,Y
150,2022-2026,Brad,Bradford,Toronto Parking Authority,1,2022-12-12,Morning,14:52PM - 14:55PM,N
151,2022-2026,Chris,Moise,Toronto Parking Authority,1,2022-12-12,Morning,14:52PM - 14:55PM,Y
152,2022-2026,Paul,Ainslie,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
153,2022-2026,Brad,Bradford,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
154,2022-2026,Alejandra,Bravo,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
155,2022-2026,Jon,Burnside,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
156,2022-2026,Shelley,Carroll,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
157,2022-2026,Lily,Cheng,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
158,2022-2026,Mike,Colle,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
159,2022-2026,Gary,Crawford,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
160,2022-2026,Vincent,Crisanti,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
161,2022-2026,Paula,Fletcher,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
162,2022-2026,Stephen,Holyday,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
163,2022-2026,Ausma,Malik,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
164,2022-2026,Nick,Mantas,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
165,2022-2026,Josh,Matlow,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
166,2022-2026,Jennifer,McKelvie,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
167,2022-2026,Chris,Moise,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
168,2022-2026,Amber,Morley,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
169,2022-2026,Jamaal,Myers,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
170,2022-2026,Frances,Nunziata,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
171,2022-2026,James,Pasternak,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
172,2022-2026,Gord,Perks,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
173,2022-2026,Anthony,Perruzza,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
174,2022-2026,Jaye,Robinson,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
175,2022-2026,Dianne,Saxe,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
176,2022-2026,Michael,Thompson,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
177,2022-2026,John,Tory,City Council,2,2022-12-14,Morning,09:40AM - 12:29PM,Y
178,2022-2026,Paul,Ainslie,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
179,2022-2026,Brad,Bradford,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
180,2022-2026,Alejandra,Bravo,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
181,2022-2026,Jon,Burnside,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
182,2022-2026,Shelley,Carroll,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
183,2022-2026,Lily,Cheng,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
184,2022-2026,Mike,Colle,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,N
185,2022-2026,Gary,Crawford,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
186,2022-2026,Vincent,Crisanti,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
187,2022-2026,Paula,Fletcher,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
188,2022-2026,Stephen,Holyday,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
189,2022-2026,Ausma,Malik,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
190,2022-2026,Nick,Mantas,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
191,2022-2026,Josh,Matlow,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
192,2022-2026,Jennifer,McKelvie,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
193,2022-2026,Chris,Moise,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
194,2022-2026,Amber,Morley,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
195,2022-2026,Jamaal,Myers,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
196,2022-2026,Frances,Nunziata,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
197,2022-2026,James,Pasternak,City Council,2,2022-12-14,Afternoon,14:11PM - 16:19PM,Y
