_id,Term,First Name,Last Name,Committee,MTG #,Session Date,Session Type,Session Start-End Time,Present
397,2022-2026,Ausma,Malik,Board of Health,1,2023-01-16,Morning,11:20AM - 12:07PM,Y
398,2022-2026,Nick,Mantas,Board of Health,1,2023-01-16,Morning,11:20AM - 12:07PM,Y
399,2022-2026,Chris,Moise,Board of Health,1,2023-01-16,Morning,11:20AM - 12:07PM,Y
400,2022-2026,Gord,Perks,Board of Health,1,2023-01-16,Morning,11:20AM - 12:07PM,Y
401,2022-2026,Michael,Thompson,Board of Health,1,2023-01-16,Morning,11:20AM - 12:07PM,Y
402,2022-2026,Alejandra,Bravo,Board of Health,1,2023-01-16,Afternoon,12:08PM - 14:17PM,Y
403,2022-2026,Ausma,Malik,Board of Health,1,2023-01-16,Afternoon,12:08PM - 14:17PM,Y
404,2022-2026,Nick,Mantas,Board of Health,1,2023-01-16,Afternoon,12:08PM - 14:17PM,Y
405,2022-2026,Chris,Moise,Board of Health,1,2023-01-16,Afternoon,12:08PM - 14:17PM,Y
406,2022-2026,Gord,Perks,Board of Health,1,2023-01-16,Afternoon,12:08PM - 14:17PM,Y
407,2022-2026,Michael,Thompson,Board of Health,1,2023-01-16,Afternoon,12:08PM - 14:17PM,Y
408,2022-2026,Alejandra,Bravo,Budget Subcommittee at City Hall  ,1,2023-01-17,Morning,09:41AM - 13:10PM,Y
409,2022-2026,Gary,Crawford,Budget Subcommittee at City Hall  ,1,2023-01-17,Morning,09:41AM - 13:10PM,Y
410,2022-2026,Chris,Moise,Budget Subcommittee at City Hall  ,1,2023-01-17,Morning,09:41AM - 13:10PM,Y
411,2022-2026,Vincent,Crisanti,Budget Subcommittee at North York Civic Centre,1,2023-01-17,Afternoon,13:32PM - 15:07PM,Y
412,2022-2026,Frances,Nunziata,Budget Subcommittee at North York Civic Centre,1,2023-01-17,Afternoon,13:32PM - 15:07PM,Y
413,2022-2026,Michael,Thompson,Budget Subcommittee at North York Civic Centre,1,2023-01-17,Afternoon,13:32PM - 15:07PM,Y
414,2022-2026,Alejandra,Bravo,Budget Subcommittee at City Hall  ,2,2023-01-17,Afternoon,13:39PM - 16:30PM,Y
415,2022-2026,Gary,Crawford,Budget Subcommittee at City Hall  ,2,2023-01-17,Afternoon,13:39PM - 16:30PM,Y
416,2022-2026,Chris,Moise,Budget Subcommittee at City Hall  ,2,2023-01-17,Afternoon,13:39PM - 16:30PM,Y
417,2022-2026,Vincent,Crisanti,Budget Subcommittee at North York Civic Centre,2,2023-01-17,Evening,18:02PM - 19:17PM,Y
418,2022-2026,Frances,Nunziata,Budget Subcommittee at North York Civic Centre,2,2023-01-17,Evening,18:02PM - 19:17PM,Y
419,2022-2026,Michael,Thompson,Budget Subcommittee at North York Civic Centre,2,2023-01-17,Evening,18:02PM - 19:17PM,Y
420,2022-2026,Alejandra,Bravo,Budget Subcommittee at City Hall  ,3,2023-01-17,Evening,18:04PM - 21:13PM,Y
421,2022-2026,Gary,Crawford,Budget Subcommittee at City Hall  ,3,2023-01-17,Evening,18:04PM - 21:13PM,Y
422,2022-2026,Chris,Moise,Budget Subcommittee at City Hall  ,3,2023-01-17,Evening,18:04PM - 21:13PM,Y
423,2022-2026,Alejandra,Bravo,Budget Subcommittee at Etobicoke Civic Centre,1,2023-01-18,Afternoon,13:30PM - 16:38PM,Y
424,2022-2026,Vincent,Crisanti,Budget Subcommittee at Etobicoke Civic Centre,1,2023-01-18,Afternoon,13:30PM - 16:38PM,Y
425,2022-2026,Frances,Nunziata,Budget Subcommittee at Etobicoke Civic Centre,1,2023-01-18,Afternoon,13:30PM - 16:38PM,Y
426,2022-2026,Gary,Crawford,Budget Subcommittee at Scarborough Civic Centre,1,2023-01-18,Afternoon,13:31PM - 16:58PM,Y
427,2022-2026,Chris,Moise,Budget Subcommittee at Scarborough Civic Centre,1,2023-01-18,Afternoon,13:31PM - 16:58PM,Y
428,2022-2026,Michael,Thompson,Budget Subcommittee at Scarborough Civic Centre,1,2023-01-18,Afternoon,13:31PM - 16:58PM,Y
429,2022-2026,Gary,Crawford,Budget Subcommittee at Scarborough Civic Centre,2,2023-01-18,Evening,18:11PM - 20:27PM,Y
430,2022-2026,Chris,Moise,Budget Subcommittee at Scarborough Civic Centre,2,2023-01-18,Evening,18:11PM - 20:27PM,Y
431,2022-2026,Michael,Thompson,Budget Subcommittee at Scarborough Civic Centre,2,2023-01-18,Evening,18:11PM - 20:27PM,Y
432,2022-2026,Alejandra,Bravo,Budget Subcommittee at Etobicoke Civic Centre,2,2023-01-18,Evening,18:30PM - 20:44PM,Y
433,2022-2026,Vincent,Crisanti,Budget Subcommittee at Etobicoke Civic Centre,2,2023-01-18,Evening,18:30PM - 20:44PM,Y
434,2022-2026,Frances,Nunziata,Budget Subcommittee at Etobicoke Civic Centre,2,2023-01-18,Evening,18:30PM - 20:44PM,Y
435,2022-2026,Brad,Bradford,Planning and Housing Committee,1,2023-01-19,Morning,09:38AM - 11:32AM,Y
436,2022-2026,Vincent,Crisanti,Planning and Housing Committee,1,2023-01-19,Morning,09:38AM - 11:32AM,Y
437,2022-2026,Paula,Fletcher,Planning and Housing Committee,1,2023-01-19,Morning,09:38AM - 11:32AM,Y
438,2022-2026,Ausma,Malik,Planning and Housing Committee,1,2023-01-19,Morning,09:38AM - 11:32AM,Y
439,2022-2026,Jamaal,Myers,Planning and Housing Committee,1,2023-01-19,Morning,09:38AM - 11:32AM,Y
440,2022-2026,Frances,Nunziata,Planning and Housing Committee,1,2023-01-19,Morning,09:38AM - 11:32AM,Y
441,2022-2026,Alejandra,Bravo,General Government Committee,1,2023-01-20,Morning,11:03AM - 13:16PM,Y
442,2022-2026,Lily,Cheng,General Government Committee,1,2023-01-20,Morning,11:03AM - 13:16PM,Y
443,2022-2026,Stephen,Holyday,General Government Committee,1,2023-01-20,Morning,11:03AM - 13:16PM,Y
444,2022-2026,Josh,Matlow,General Government Committee,1,2023-01-20,Morning,11:03AM - 13:16PM,Y
445,2022-2026,James,Pasternak,General Government Committee,1,2023-01-20,Morning,11:03AM - 13:16PM,Y
446,2022-2026,Gord,Perks,General Government Committee,1,2023-01-20,Morning,11:03AM - 13:16PM,Y
447,2022-2026,Vincent,Crisanti,Etobicoke York Community Council,2,2023-01-23,Morning,09:33AM - 11:24AM,Y
448,2022-2026,Stephen,Holyday,Etobicoke York Community Council,2,2023-01-23,Morning,09:33AM - 11:24AM,Y
449,2022-2026,Amber,Morley,Etobicoke York Community Council,2,2023-01-23,Morning,09:33AM - 11:24AM,Y
450,2022-2026,Frances,Nunziata,Etobicoke York Community Council,2,2023-01-23,Morning,09:33AM - 11:24AM,Y
451,2022-2026,Anthony,Perruzza,Etobicoke York Community Council,2,2023-01-23,Morning,09:33AM - 11:24AM,N
452,2022-2026,Alejandra,Bravo,Budget Committee,3,2023-01-24,Morning,09:38AM - 12:25PM,Y
453,2022-2026,Gary,Crawford,Budget Committee,3,2023-01-24,Morning,09:38AM - 12:25PM,Y
454,2022-2026,Vincent,Crisanti,Budget Committee,3,2023-01-24,Morning,09:38AM - 12:25PM,Y
455,2022-2026,Chris,Moise,Budget Committee,3,2023-01-24,Morning,09:38AM - 12:25PM,Y
456,2022-2026,Frances,Nunziata,Budget Committee,3,2023-01-24,Morning,09:38AM - 12:25PM,Y
457,2022-2026,Michael,Thompson,Budget Committee,3,2023-01-24,Morning,09:38AM - 12:25PM,Y
458,2022-2026,Alejandra,Bravo,Budget Committee,3,2023-01-24,Afternoon,13:38PM - 14:57PM,Y
459,2022-2026,Gary,Crawford,Budget Committee,3,2023-01-24,Afternoon,13:38PM - 14:57PM,Y
460,2022-2026,Vincent,Crisanti,Budget Committee,3,2023-01-24,Afternoon,13:38PM - 14:57PM,Y
461,2022-2026,Chris,Moise,Budget Committee,3,2023-01-24,Afternoon,13:38PM - 14:57PM,Y
462,2022-2026,Frances,Nunziata,Budget Committee,3,2023-01-24,Afternoon,13:38PM - 14:57PM,Y
463,2022-2026,Michael,Thompson,Budget Committee,3,2023-01-24,Afternoon,13:38PM - 14:57PM,Y
464,2022-2026,Jon,Burnside,North York Community Council,2,2023-01-25,Morning,09:33AM - 10:59AM,Y
465,2022-2026,Shelley,Carroll,North York Community Council,2,2023-01-25,Morning,09:33AM - 10:59AM,Y
466,2022-2026,Lily,Cheng,North York Community Council,2,2023-01-25,Morning,09:33AM - 10:59AM,Y
467,2022-2026,Mike,Colle,North York Community Council,2,2023-01-25,Morning,09:33AM - 10:59AM,Y
468,2022-2026,James,Pasternak,North York Community Council,2,2023-01-25,Morning,09:33AM - 10:59AM,Y
469,2022-2026,Jaye,Robinson,North York Community Council,2,2023-01-25,Morning,09:33AM - 10:59AM,Y
470,2022-2026,Brad,Bradford,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
471,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
472,2022-2026,Paula,Fletcher,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,N
473,2022-2026,Ausma,Malik,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
474,2022-2026,Josh,Matlow,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
475,2022-2026,Chris,Moise,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
476,2022-2026,Gord,Perks,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
477,2022-2026,Dianne,Saxe,Toronto and East York Community Council,2,2023-01-26,Morning,09:35AM - 11:34AM,Y
478,2022-2026,Brad,Bradford,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
479,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
480,2022-2026,Paula,Fletcher,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,N
481,2022-2026,Ausma,Malik,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
482,2022-2026,Josh,Matlow,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
483,2022-2026,Chris,Moise,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
484,2022-2026,Gord,Perks,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
485,2022-2026,Dianne,Saxe,Toronto and East York Community Council,2,2023-01-26,Morning,11:43AM - 11:46AM,Y
486,2022-2026,Paul,Ainslie,Scarborough Community Council,2,2023-01-27,Morning,09:34AM - 12:37PM,Y
487,2022-2026,Gary,Crawford,Scarborough Community Council,2,2023-01-27,Morning,09:34AM - 12:37PM,Y
488,2022-2026,Nick,Mantas,Scarborough Community Council,2,2023-01-27,Morning,09:34AM - 12:37PM,Y
489,2022-2026,Jennifer,McKelvie,Scarborough Community Council,2,2023-01-27,Morning,09:34AM - 12:37PM,Y
490,2022-2026,Jamaal,Myers,Scarborough Community Council,2,2023-01-27,Morning,09:34AM - 12:37PM,Y
491,2022-2026,Michael,Thompson,Scarborough Community Council,2,2023-01-27,Morning,09:34AM - 12:37PM,Y
492,2022-2026,Jon,Burnside,Infrastructure and Environment Committee,1,2023-01-30,Morning,09:36AM - 11:40AM,Y
493,2022-2026,Mike,Colle,Infrastructure and Environment Committee,1,2023-01-30,Morning,09:36AM - 11:40AM,Y
494,2022-2026,Jennifer,McKelvie,Infrastructure and Environment Committee,1,2023-01-30,Morning,09:36AM - 11:40AM,Y
495,2022-2026,Amber,Morley,Infrastructure and Environment Committee,1,2023-01-30,Morning,09:36AM - 11:40AM,Y
496,2022-2026,Anthony,Perruzza,Infrastructure and Environment Committee,1,2023-01-30,Morning,09:36AM - 11:40AM,Y
497,2022-2026,Dianne,Saxe,Infrastructure and Environment Committee,1,2023-01-30,Morning,09:36AM - 11:40AM,Y
498,2022-2026,Jon,Burnside,Infrastructure and Environment Committee,1,2023-01-30,Morning,11:55AM - 12:26PM,Y
499,2022-2026,Mike,Colle,Infrastructure and Environment Committee,1,2023-01-30,Morning,11:55AM - 12:26PM,Y
500,2022-2026,Jennifer,McKelvie,Infrastructure and Environment Committee,1,2023-01-30,Morning,11:55AM - 12:26PM,Y
501,2022-2026,Amber,Morley,Infrastructure and Environment Committee,1,2023-01-30,Morning,11:55AM - 12:26PM,Y
502,2022-2026,Anthony,Perruzza,Infrastructure and Environment Committee,1,2023-01-30,Morning,11:55AM - 12:26PM,Y
503,2022-2026,Dianne,Saxe,Infrastructure and Environment Committee,1,2023-01-30,Morning,11:55AM - 12:26PM,Y
504,2022-2026,Jon,Burnside,Infrastructure and Environment Committee,1,2023-01-30,Afternoon,13:12PM - 17:10PM,Y
505,2022-2026,Mike,Colle,Infrastructure and Environment Committee,1,2023-01-30,Afternoon,13:12PM - 17:10PM,Y
506,2022-2026,Jennifer,McKelvie,Infrastructure and Environment Committee,1,2023-01-30,Afternoon,13:12PM - 17:10PM,Y
507,2022-2026,Amber,Morley,Infrastructure and Environment Committee,1,2023-01-30,Afternoon,13:12PM - 17:10PM,Y
508,2022-2026,Anthony,Perruzza,Infrastructure and Environment Committee,1,2023-01-30,Afternoon,13:12PM - 17:10PM,Y
509,2022-2026,Dianne,Saxe,Infrastructure and Environment Committee,1,2023-01-30,Afternoon,13:12PM - 17:10PM,Y
510,2022-2026,Paul,Ainslie,Executive Committee,2,2023-01-31,Morning,09:39AM - 12:38PM,Y
511,2022-2026,Brad,Bradford,Executive Committee,2,2023-01-31,Morning,09:39AM - 12:38PM,Y
512,2022-2026,Shelley,Carroll,Executive Committee,2,2023-01-31,Morning,09:39AM - 12:38PM,Y
513,2022-2026,Lily,Cheng,Executive Committee,2,2023-01-31,Morning,09:39AM - 12:38PM,Y
514,2022-2026,Gary,Crawford,Executive Committee,2,2023-01-31,Morning,09:39AM - 12:38PM,Y
515,2022-2026,Jennifer,McKelvie,Executive Committee,2,2023-01-31,Morning,09:39AM - 12:38PM,Y
516,2022-2026,Amber,Morley,Executive Committee,2,2023-01-31,Morning,09:39AM - 12:38PM,Y
517,2022-2026,James,Pasternak,Executive Committee,2,2023-01-31,Morning,09:39AM - 12:38PM,Y
518,2022-2026,John,Tory,Executive Committee,2,2023-01-31,Morning,09:39AM - 12:38PM,Y
519,2022-2026,Jon,Burnside,Civic Appointments Committee,2,2023-02-01,Morning,08:53AM - 08:56AM,Y
520,2022-2026,Gary,Crawford,Civic Appointments Committee,2,2023-02-01,Morning,08:53AM - 08:56AM,Y
521,2022-2026,Amber,Morley,Civic Appointments Committee,2,2023-02-01,Morning,08:53AM - 08:56AM,Y
522,2022-2026,Jamaal,Myers,Civic Appointments Committee,2,2023-02-01,Morning,08:53AM - 08:56AM,Y
523,2022-2026,Frances,Nunziata,Civic Appointments Committee,2,2023-02-01,Morning,08:53AM - 08:56AM,Y
524,2022-2026,Jon,Burnside,Civic Appointments Committee,2,2023-02-01,Morning,08:57AM - 13:24PM,Y
525,2022-2026,Gary,Crawford,Civic Appointments Committee,2,2023-02-01,Morning,08:57AM - 13:24PM,Y
526,2022-2026,Amber,Morley,Civic Appointments Committee,2,2023-02-01,Morning,08:57AM - 13:24PM,Y
527,2022-2026,Jamaal,Myers,Civic Appointments Committee,2,2023-02-01,Morning,08:57AM - 13:24PM,Y
528,2022-2026,Frances,Nunziata,Civic Appointments Committee,2,2023-02-01,Morning,08:57AM - 13:24PM,Y
529,2022-2026,Jon,Burnside,Civic Appointments Committee,2,2023-02-01,Afternoon,13:25PM - 13:27PM,Y
530,2022-2026,Gary,Crawford,Civic Appointments Committee,2,2023-02-01,Afternoon,13:25PM - 13:27PM,Y
531,2022-2026,Amber,Morley,Civic Appointments Committee,2,2023-02-01,Afternoon,13:25PM - 13:27PM,Y
532,2022-2026,Jamaal,Myers,Civic Appointments Committee,2,2023-02-01,Afternoon,13:25PM - 13:27PM,Y
533,2022-2026,Frances,Nunziata,Civic Appointments Committee,2,2023-02-01,Afternoon,13:25PM - 13:27PM,Y
534,2022-2026,Jon,Burnside,Civic Appointments Committee,2,2023-02-01,Afternoon,14:06PM - 14:09PM,Y
535,2022-2026,Gary,Crawford,Civic Appointments Committee,2,2023-02-01,Afternoon,14:06PM - 14:09PM,Y
536,2022-2026,Amber,Morley,Civic Appointments Committee,2,2023-02-01,Afternoon,14:06PM - 14:09PM,Y
537,2022-2026,Jamaal,Myers,Civic Appointments Committee,2,2023-02-01,Afternoon,14:06PM - 14:09PM,Y
538,2022-2026,Frances,Nunziata,Civic Appointments Committee,2,2023-02-01,Afternoon,14:06PM - 14:09PM,Y
539,2022-2026,Jon,Burnside,Civic Appointments Committee,2,2023-02-01,Afternoon,14:10PM - 18:16PM,Y
540,2022-2026,Gary,Crawford,Civic Appointments Committee,2,2023-02-01,Afternoon,14:10PM - 18:16PM,Y
541,2022-2026,Amber,Morley,Civic Appointments Committee,2,2023-02-01,Afternoon,14:10PM - 18:16PM,Y
542,2022-2026,Jamaal,Myers,Civic Appointments Committee,2,2023-02-01,Afternoon,14:10PM - 18:16PM,Y
543,2022-2026,Frances,Nunziata,Civic Appointments Committee,2,2023-02-01,Afternoon,14:10PM - 18:16PM,Y
544,2022-2026,Jon,Burnside,Civic Appointments Committee,2,2023-02-01,Evening,18:17PM - 18:19PM,Y
545,2022-2026,Gary,Crawford,Civic Appointments Committee,2,2023-02-01,Evening,18:17PM - 18:19PM,Y
546,2022-2026,Amber,Morley,Civic Appointments Committee,2,2023-02-01,Evening,18:17PM - 18:19PM,Y
547,2022-2026,Jamaal,Myers,Civic Appointments Committee,2,2023-02-01,Evening,18:17PM - 18:19PM,Y
548,2022-2026,Frances,Nunziata,Civic Appointments Committee,2,2023-02-01,Evening,18:17PM - 18:19PM,Y
549,2022-2026,Paul,Ainslie,Board of Governors of Exhibition Place,2,2023-02-02,Morning,09:33AM - 10:06AM,Y
550,2022-2026,Gary,Crawford,Board of Governors of Exhibition Place,2,2023-02-02,Morning,09:33AM - 10:06AM,Y
551,2022-2026,Ausma,Malik,Board of Governors of Exhibition Place,2,2023-02-02,Morning,09:33AM - 10:06AM,Y
552,2022-2026,Nick,Mantas,Board of Governors of Exhibition Place,2,2023-02-02,Morning,09:33AM - 10:06AM,N
553,2022-2026,Anthony,Perruzza,Board of Governors of Exhibition Place,2,2023-02-02,Morning,09:33AM - 10:06AM,Y
554,2022-2026,Brad,Bradford,CreateTO,2,2023-02-06,Afternoon,13:39PM - 14:11PM,Y
555,2022-2026,Paula,Fletcher,CreateTO,2,2023-02-06,Afternoon,13:39PM - 14:11PM,Y
556,2022-2026,Brad,Bradford,CreateTO,2,2023-02-06,Afternoon,14:18PM - 15:14PM,Y
557,2022-2026,Paula,Fletcher,CreateTO,2,2023-02-06,Afternoon,14:18PM - 15:14PM,Y
558,2022-2026,Brad,Bradford,CreateTO,2,2023-02-06,Afternoon,15:15PM - 15:18PM,Y
559,2022-2026,Paula,Fletcher,CreateTO,2,2023-02-06,Afternoon,15:15PM - 15:18PM,N
560,2022-2026,Mike,Colle,Audit Committee,1,2023-02-13,Morning,09:36AM - 10:55AM,Y
561,2022-2026,Stephen,Holyday,Audit Committee,1,2023-02-13,Morning,09:36AM - 10:55AM,Y
562,2022-2026,Ausma,Malik,Audit Committee,1,2023-02-13,Morning,09:36AM - 10:55AM,Y
563,2022-2026,Jamaal,Myers,Audit Committee,1,2023-02-13,Morning,09:36AM - 10:55AM,Y
564,2022-2026,Frances,Nunziata,Audit Committee,1,2023-02-13,Morning,09:36AM - 10:55AM,Y
565,2022-2026,Mike,Colle,Audit Committee,1,2023-02-13,Morning,11:00AM - 12:34PM,Y
566,2022-2026,Stephen,Holyday,Audit Committee,1,2023-02-13,Morning,11:00AM - 12:34PM,Y
567,2022-2026,Ausma,Malik,Audit Committee,1,2023-02-13,Morning,11:00AM - 12:34PM,Y
568,2022-2026,Jamaal,Myers,Audit Committee,1,2023-02-13,Morning,11:00AM - 12:34PM,Y
569,2022-2026,Frances,Nunziata,Audit Committee,1,2023-02-13,Morning,11:00AM - 12:34PM,Y
570,2022-2026,Gary,Crawford,TO Live - Finance and Audit Committee,2,2023-02-13,Afternoon,12:34PM - 12:47PM,N
571,2022-2026,Gary,Crawford,TO Live - Finance and Audit Committee,2,2023-02-13,Afternoon,12:49PM - 13:07PM,N
572,2022-2026,Gary,Crawford,TO Live - Finance and Audit Committee,2,2023-02-13,Afternoon,13:08PM - 13:09PM,N
